timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:53:53.842, 0 %, 0 %, 36
2026/03/17 11:53:53.845, 0 %, 0 %, 31
2026/03/17 11:53:53.848, 0 %, 0 %, 31
2026/03/17 11:53:53.850, 0 %, 0 %, 27
2026/03/17 11:53:53.853, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:54:03.933, 0 %, 0 %, 36
2026/03/17 11:54:03.936, 0 %, 0 %, 34
2026/03/17 11:54:03.937, 0 %, 0 %, 36
2026/03/17 11:54:03.939, 0 %, 0 %, 36
2026/03/17 11:54:03.940, 0 %, 0 %, 31
2026/03/17 11:54:03.941, 0 %, 0 %, 31
2026/03/17 11:54:03.943, 0 %, 0 %, 27
2026/03/17 11:54:03.944, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:54:14.011, 0 %, 0 %, 36
2026/03/17 11:54:14.013, 0 %, 0 %, 34
2026/03/17 11:54:14.015, 0 %, 0 %, 36
2026/03/17 11:54:14.017, 0 %, 0 %, 36
2026/03/17 11:54:14.018, 0 %, 0 %, 31
2026/03/17 11:54:14.020, 0 %, 0 %, 31
2026/03/17 11:54:14.023, 0 %, 0 %, 27
2026/03/17 11:54:14.026, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:54:24.105, 0 %, 0 %, 36
2026/03/17 11:54:24.107, 0 %, 0 %, 34
2026/03/17 11:54:24.108, 0 %, 0 %, 36
2026/03/17 11:54:24.110, 0 %, 0 %, 36
2026/03/17 11:54:24.113, 0 %, 0 %, 31
2026/03/17 11:54:24.114, 0 %, 0 %, 31
2026/03/17 11:54:24.117, 0 %, 0 %, 27
2026/03/17 11:54:24.118, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:54:34.197, 0 %, 0 %, 36
2026/03/17 11:54:34.200, 0 %, 0 %, 34
2026/03/17 11:54:34.201, 0 %, 0 %, 36
2026/03/17 11:54:34.203, 0 %, 0 %, 36
2026/03/17 11:54:34.204, 0 %, 0 %, 31
2026/03/17 11:54:34.207, 0 %, 0 %, 31
2026/03/17 11:54:34.208, 0 %, 0 %, 27
2026/03/17 11:54:34.210, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:54:44.288, 0 %, 0 %, 36
2026/03/17 11:54:44.290, 0 %, 0 %, 34
2026/03/17 11:54:44.292, 0 %, 0 %, 36
2026/03/17 11:54:44.295, 0 %, 0 %, 36
2026/03/17 11:54:44.297, 0 %, 0 %, 31
2026/03/17 11:54:44.299, 0 %, 0 %, 31
2026/03/17 11:54:44.301, 0 %, 0 %, 27
2026/03/17 11:54:44.302, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:54:54.383, 0 %, 0 %, 36
2026/03/17 11:54:54.385, 0 %, 0 %, 34
2026/03/17 11:54:54.387, 0 %, 0 %, 36
2026/03/17 11:54:54.388, 0 %, 0 %, 36
2026/03/17 11:54:54.390, 0 %, 0 %, 31
2026/03/17 11:54:54.392, 0 %, 0 %, 31
2026/03/17 11:54:54.393, 0 %, 0 %, 27
2026/03/17 11:54:54.396, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:55:04.488, 0 %, 0 %, 36
2026/03/17 11:55:04.490, 0 %, 0 %, 34
2026/03/17 11:55:04.492, 0 %, 0 %, 36
2026/03/17 11:55:04.495, 0 %, 0 %, 36
2026/03/17 11:55:04.497, 0 %, 0 %, 31
2026/03/17 11:55:04.500, 0 %, 0 %, 32
2026/03/17 11:55:04.502, 0 %, 0 %, 27
2026/03/17 11:55:04.504, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:55:14.595, 0 %, 0 %, 36
2026/03/17 11:55:14.598, 0 %, 0 %, 34
2026/03/17 11:55:14.599, 0 %, 0 %, 36
2026/03/17 11:55:14.601, 0 %, 0 %, 36
2026/03/17 11:55:14.602, 0 %, 0 %, 31
2026/03/17 11:55:14.603, 0 %, 0 %, 32
2026/03/17 11:55:14.605, 0 %, 0 %, 27
2026/03/17 11:55:14.607, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:55:24.699, 0 %, 0 %, 36
2026/03/17 11:55:24.702, 0 %, 0 %, 34
2026/03/17 11:55:24.705, 0 %, 0 %, 36
2026/03/17 11:55:24.707, 0 %, 0 %, 36
2026/03/17 11:55:24.710, 0 %, 0 %, 31
2026/03/17 11:55:24.713, 0 %, 0 %, 32
2026/03/17 11:55:24.715, 0 %, 0 %, 27
2026/03/17 11:55:24.717, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:55:34.796, 0 %, 0 %, 36
2026/03/17 11:55:34.797, 0 %, 0 %, 34
2026/03/17 11:55:34.799, 0 %, 0 %, 36
2026/03/17 11:55:34.800, 0 %, 0 %, 36
2026/03/17 11:55:34.801, 0 %, 0 %, 31
2026/03/17 11:55:34.802, 0 %, 0 %, 32
2026/03/17 11:55:34.804, 0 %, 0 %, 27
2026/03/17 11:55:34.806, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:55:44.885, 0 %, 0 %, 36
2026/03/17 11:55:44.888, 0 %, 0 %, 34
2026/03/17 11:55:44.891, 0 %, 0 %, 36
2026/03/17 11:55:44.892, 0 %, 0 %, 36
2026/03/17 11:55:44.894, 0 %, 0 %, 31
2026/03/17 11:55:44.896, 0 %, 0 %, 31
2026/03/17 11:55:44.899, 0 %, 0 %, 27
2026/03/17 11:55:44.900, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:55:54.991, 0 %, 0 %, 36
2026/03/17 11:55:54.993, 0 %, 0 %, 34
2026/03/17 11:55:54.995, 0 %, 0 %, 36
2026/03/17 11:55:54.997, 0 %, 0 %, 36
2026/03/17 11:55:55.000, 0 %, 0 %, 31
2026/03/17 11:55:55.001, 0 %, 0 %, 31
2026/03/17 11:55:55.003, 0 %, 0 %, 27
2026/03/17 11:55:55.005, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:56:05.096, 0 %, 0 %, 36
2026/03/17 11:56:05.097, 0 %, 0 %, 34
2026/03/17 11:56:05.100, 0 %, 0 %, 36
2026/03/17 11:56:05.101, 0 %, 0 %, 36
2026/03/17 11:56:05.102, 0 %, 0 %, 31
2026/03/17 11:56:05.105, 0 %, 0 %, 32
2026/03/17 11:56:05.108, 0 %, 0 %, 27
2026/03/17 11:56:05.109, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:56:15.199, 0 %, 0 %, 36
2026/03/17 11:56:15.202, 0 %, 0 %, 34
2026/03/17 11:56:15.203, 0 %, 0 %, 36
2026/03/17 11:56:15.206, 0 %, 0 %, 36
2026/03/17 11:56:15.208, 0 %, 0 %, 31
2026/03/17 11:56:15.209, 0 %, 0 %, 31
2026/03/17 11:56:15.211, 0 %, 0 %, 27
2026/03/17 11:56:15.213, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:56:25.304, 0 %, 0 %, 36
2026/03/17 11:56:25.305, 0 %, 0 %, 34
2026/03/17 11:56:25.307, 0 %, 0 %, 36
2026/03/17 11:56:25.308, 0 %, 0 %, 36
2026/03/17 11:56:25.309, 0 %, 0 %, 31
2026/03/17 11:56:25.312, 0 %, 0 %, 32
2026/03/17 11:56:25.314, 0 %, 0 %, 27
2026/03/17 11:56:25.317, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:56:35.409, 0 %, 0 %, 36
2026/03/17 11:56:35.411, 0 %, 0 %, 34
2026/03/17 11:56:35.414, 0 %, 0 %, 36
2026/03/17 11:56:35.417, 0 %, 0 %, 36
2026/03/17 11:56:35.418, 0 %, 0 %, 31
2026/03/17 11:56:35.419, 0 %, 0 %, 32
2026/03/17 11:56:35.421, 0 %, 0 %, 27
2026/03/17 11:56:35.422, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:56:45.501, 0 %, 0 %, 36
2026/03/17 11:56:45.503, 0 %, 0 %, 34
2026/03/17 11:56:45.504, 0 %, 0 %, 36
2026/03/17 11:56:45.505, 0 %, 0 %, 36
2026/03/17 11:56:45.508, 0 %, 0 %, 31
2026/03/17 11:56:45.509, 0 %, 0 %, 32
2026/03/17 11:56:45.512, 0 %, 0 %, 27
2026/03/17 11:56:45.514, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:56:55.605, 0 %, 0 %, 36
2026/03/17 11:56:55.608, 0 %, 0 %, 34
2026/03/17 11:56:55.610, 0 %, 0 %, 36
2026/03/17 11:56:55.613, 0 %, 0 %, 36
2026/03/17 11:56:55.614, 0 %, 0 %, 31
2026/03/17 11:56:55.616, 0 %, 0 %, 32
2026/03/17 11:56:55.617, 0 %, 0 %, 27
2026/03/17 11:56:55.618, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:57:05.708, 0 %, 0 %, 36
2026/03/17 11:57:05.710, 0 %, 0 %, 34
2026/03/17 11:57:05.711, 0 %, 0 %, 36
2026/03/17 11:57:05.712, 0 %, 0 %, 36
2026/03/17 11:57:05.715, 0 %, 0 %, 31
2026/03/17 11:57:05.718, 0 %, 0 %, 31
2026/03/17 11:57:05.720, 0 %, 0 %, 27
2026/03/17 11:57:05.723, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:57:15.815, 0 %, 0 %, 36
2026/03/17 11:57:15.818, 0 %, 0 %, 34
2026/03/17 11:57:15.819, 0 %, 0 %, 36
2026/03/17 11:57:15.822, 0 %, 0 %, 36
2026/03/17 11:57:15.823, 0 %, 0 %, 31
2026/03/17 11:57:15.825, 0 %, 0 %, 31
2026/03/17 11:57:15.826, 0 %, 0 %, 27
2026/03/17 11:57:15.829, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:57:25.907, 0 %, 0 %, 36
2026/03/17 11:57:25.909, 0 %, 0 %, 34
2026/03/17 11:57:25.911, 0 %, 0 %, 36
2026/03/17 11:57:25.912, 0 %, 0 %, 36
2026/03/17 11:57:25.914, 0 %, 0 %, 31
2026/03/17 11:57:25.916, 0 %, 0 %, 31
2026/03/17 11:57:25.919, 0 %, 0 %, 27
2026/03/17 11:57:25.920, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:57:36.001, 0 %, 0 %, 36
2026/03/17 11:57:36.003, 0 %, 0 %, 34
2026/03/17 11:57:36.004, 0 %, 0 %, 36
2026/03/17 11:57:36.006, 0 %, 0 %, 36
2026/03/17 11:57:36.009, 0 %, 0 %, 31
2026/03/17 11:57:36.010, 0 %, 0 %, 31
2026/03/17 11:57:36.012, 0 %, 0 %, 27
2026/03/17 11:57:36.014, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:57:46.093, 0 %, 0 %, 36
2026/03/17 11:57:46.095, 0 %, 0 %, 34
2026/03/17 11:57:46.097, 0 %, 0 %, 36
2026/03/17 11:57:46.098, 0 %, 0 %, 36
2026/03/17 11:57:46.099, 0 %, 0 %, 31
2026/03/17 11:57:46.102, 0 %, 0 %, 31
2026/03/17 11:57:46.105, 0 %, 0 %, 27
2026/03/17 11:57:46.108, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:57:56.187, 0 %, 0 %, 36
2026/03/17 11:57:56.188, 0 %, 0 %, 34
2026/03/17 11:57:56.191, 0 %, 0 %, 36
2026/03/17 11:57:56.193, 0 %, 0 %, 36
2026/03/17 11:57:56.196, 0 %, 0 %, 31
2026/03/17 11:57:56.197, 0 %, 0 %, 31
2026/03/17 11:57:56.199, 0 %, 0 %, 27
2026/03/17 11:57:56.200, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:58:06.290, 0 %, 0 %, 36
2026/03/17 11:58:06.293, 0 %, 0 %, 34
2026/03/17 11:58:06.294, 0 %, 0 %, 36
2026/03/17 11:58:06.296, 0 %, 0 %, 36
2026/03/17 11:58:06.297, 0 %, 0 %, 31
2026/03/17 11:58:06.300, 0 %, 0 %, 32
2026/03/17 11:58:06.301, 0 %, 0 %, 27
2026/03/17 11:58:06.303, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:58:16.383, 0 %, 0 %, 36
2026/03/17 11:58:16.384, 0 %, 0 %, 34
2026/03/17 11:58:16.386, 0 %, 0 %, 36
2026/03/17 11:58:16.388, 0 %, 0 %, 36
2026/03/17 11:58:16.391, 0 %, 0 %, 31
2026/03/17 11:58:16.392, 0 %, 0 %, 31
2026/03/17 11:58:16.395, 0 %, 0 %, 27
2026/03/17 11:58:16.397, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:58:26.488, 0 %, 0 %, 36
2026/03/17 11:58:26.491, 0 %, 0 %, 34
2026/03/17 11:58:26.494, 0 %, 0 %, 36
2026/03/17 11:58:26.495, 0 %, 0 %, 36
2026/03/17 11:58:26.496, 0 %, 0 %, 31
2026/03/17 11:58:26.499, 0 %, 0 %, 31
2026/03/17 11:58:26.500, 0 %, 0 %, 27
2026/03/17 11:58:26.501, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:58:36.581, 0 %, 0 %, 36
2026/03/17 11:58:36.584, 0 %, 0 %, 34
2026/03/17 11:58:36.585, 0 %, 0 %, 36
2026/03/17 11:58:36.586, 0 %, 0 %, 36
2026/03/17 11:58:36.589, 0 %, 0 %, 31
2026/03/17 11:58:36.591, 0 %, 0 %, 31
2026/03/17 11:58:36.593, 0 %, 0 %, 27
2026/03/17 11:58:36.596, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:58:46.674, 0 %, 0 %, 36
2026/03/17 11:58:46.676, 0 %, 0 %, 34
2026/03/17 11:58:46.678, 0 %, 0 %, 36
2026/03/17 11:58:46.681, 0 %, 0 %, 36
2026/03/17 11:58:46.682, 0 %, 0 %, 31
2026/03/17 11:58:46.685, 0 %, 0 %, 31
2026/03/17 11:58:46.686, 0 %, 0 %, 27
2026/03/17 11:58:46.688, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:58:56.766, 0 %, 0 %, 36
2026/03/17 11:58:56.769, 0 %, 0 %, 34
2026/03/17 11:58:56.770, 0 %, 0 %, 36
2026/03/17 11:58:56.771, 0 %, 0 %, 36
2026/03/17 11:58:56.774, 0 %, 0 %, 31
2026/03/17 11:58:56.775, 0 %, 0 %, 32
2026/03/17 11:58:56.778, 0 %, 0 %, 27
2026/03/17 11:58:56.781, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:59:06.859, 0 %, 0 %, 36
2026/03/17 11:59:06.862, 0 %, 0 %, 34
2026/03/17 11:59:06.865, 0 %, 0 %, 36
2026/03/17 11:59:06.867, 0 %, 0 %, 36
2026/03/17 11:59:06.869, 0 %, 0 %, 31
2026/03/17 11:59:06.871, 0 %, 0 %, 32
2026/03/17 11:59:06.874, 0 %, 0 %, 27
2026/03/17 11:59:06.875, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:59:16.954, 0 %, 0 %, 36
2026/03/17 11:59:16.956, 0 %, 0 %, 34
2026/03/17 11:59:16.958, 0 %, 0 %, 36
2026/03/17 11:59:16.960, 0 %, 0 %, 36
2026/03/17 11:59:16.962, 0 %, 0 %, 31
2026/03/17 11:59:16.964, 0 %, 0 %, 32
2026/03/17 11:59:16.965, 0 %, 0 %, 27
2026/03/17 11:59:16.966, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:59:27.058, 0 %, 0 %, 36
2026/03/17 11:59:27.061, 0 %, 0 %, 34
2026/03/17 11:59:27.062, 0 %, 0 %, 36
2026/03/17 11:59:27.064, 0 %, 0 %, 36
2026/03/17 11:59:27.066, 0 %, 0 %, 31
2026/03/17 11:59:27.068, 0 %, 0 %, 32
2026/03/17 11:59:27.071, 0 %, 0 %, 27
2026/03/17 11:59:27.072, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:59:37.153, 0 %, 0 %, 36
2026/03/17 11:59:37.156, 0 %, 0 %, 34
2026/03/17 11:59:37.159, 0 %, 0 %, 36
2026/03/17 11:59:37.160, 0 %, 0 %, 36
2026/03/17 11:59:37.163, 0 %, 0 %, 31
2026/03/17 11:59:37.164, 0 %, 0 %, 32
2026/03/17 11:59:37.165, 0 %, 0 %, 27
2026/03/17 11:59:37.168, 0 %, 0 %, 28
timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2026/03/17 11:59:47.244, 0 %, 0 %, 36
2026/03/17 11:59:47.246, 0 %, 0 %, 34
2026/03/17 11:59:47.247, 0 %, 0 %, 36
2026/03/17 11:59:47.250, 0 %, 0 %, 36
2026/03/17 11:59:47.251, 0 %, 0 %, 31
2026/03/17 11:59:47.254, 0 %, 0 %, 32
2026/03/17 11:59:47.257, 0 %, 0 %, 27
2026/03/17 11:59:47.259, 0 %, 0 %, 28
